position_number,position_description,name,dob,nationality,value
8,Central Midfield,Alex Pattison,"Sep 6, 1997 (22)",England,
23,Right Midfield,Fred Onyedinma,"Nov 24, 1996 (23)",Nigeria / England,£360k
7,Right Midfield,David Wheeler,"Oct 4, 1990 (29)",England,£270k
17,Second Striker,Paul Smyth,"Sep 10, 1997 (22)",Northern Ireland,£225k
11,Second Striker,Scott Kashket,"Feb 25, 1996 (24)",England,£45k
27,Centre-Forward,Josh Parker,"Dec 1, 1990 (29)",Antigua and Barbuda / England,£180k
20,Centre-Forward,Adebayo Akinfenwa,"May 10, 1982 (37)",England / Nigeria,£158k
25,Centre-Forward,Alex Samuel,"Sep 20, 1995 (24)",Wales,£68k
1,Goalkeeper,Christy Pym,"Apr 24, 1995 (24)",England,£45k
25,Goalkeeper,Conor O'Malley,"Aug 1, 1994 (25)",Ireland,£45k
26,Goalkeeper,Aaron Chapman,"May 29, 1990 (29)",England,£23k
5,Centre-Back,Mark Beevers,"Nov 21, 1989 (30)",England,£360k
16,Centre-Back,Rhys Bennett,"Sep 1, 1991 (28)",England / Jamaica,£135k
6,Centre-Back,Frankie Kent,"Nov 21, 1995 (24)",England,£68k
28,Centre-Back,Bobby Copping,"Sep 27, 2001 (18)",England,
30,Centre-Back,Sam Cartwright,"Jul 8, 2000 (19)",England,
3,Left-Back,Dan Butler,"Aug 26, 1994 (25)",England,£90k
18,Left-Back,Frazer Blake-Tracy,"Sep 10, 1995 (24)",England,
15,Right-Back,Nathan Thompson,"Nov 9, 1990 (29)",England / Wales,£270k
24,Right-Back,Niall Mason,"Jan 10, 1997 (23)",England / United States,£90k
8,Right-Back,Josh Knight,"Sep 7, 1997 (22)",England,
37,Midfielder,Ricky-Jade Jones,"Nov 8, 2002 (17)",England,
14,Central Midfield,Louis Reed,"Jul 25, 1997 (22)",England,£180k
12,Central Midfield,Reece Brown,"Mar 3, 1996 (24)",England / Jamaica,£135k
29,Central Midfield,Jack Taylor,"Jun 23, 1998 (21)",Ireland / England,
20,Right Midfield,Serhat Tasdemir,"Jul 21, 2000 (19)",Azerbaijan / England,
32,Left Midfield,Harrison Burrows,"Jan 12, 2002 (18)",England,
9,Attacking Midfield,Sammie Szmodics,"Sep 24, 1995 (24)",England,£135k
21,Left Winger,George Boyd,"Oct 2, 1985 (34)",Scotland / England,£1.08m
27,Left Winger,Idris Kanu,"Dec 5, 1999 (20)",England / Sierra Leone,£68k
10,Right Winger,Siriki Dembélé,"Sep 7, 1996 (23)",Scotland / Cote d'Ivoire,
23,Right Winger,Joe Ward,"Aug 22, 1995 (24)",England,
7,Centre-Forward,Mo Eisa,"Jul 12, 1994 (25)",Sudan / England,£540k
17,Centre-Forward,Ivan Toney,"Mar 16, 1996 (24)",England,£360k
13,Goalkeeper,Ben Wilson,"Aug 9, 1992 (27)",England,£90k
1,Goalkeeper,Marko Marosi,"Oct 23, 1993 (26)",Slovakia,£45k
5,Centre-Back,Kyle McFadzean,"Feb 20, 1987 (33)",England,£360k
4,Centre-Back,Michael Rose,"Oct 11, 1995 (24)",Scotland,£293k
16,Centre-Back,Josh Pask,"Nov 1, 1997 (22)",England,£90k
15,Centre-Back,Dominic Hyam,"Dec 20, 1995 (24)",Scotland / England,£45k
3,Left-Back,Brandon Mason,"Sep 30, 1997 (22)",England,£45k
31,Left-Back,Sam McCallum,"Sep 2, 2000 (19)",England,
23,Right-Back,Fankaty Dabo,"Oct 11, 1995 (24)",England / Sierra Leone,£270k
44,Right-Back,Charlie Wakefield,"Apr 10, 1998 (22)",England,
27,Midfielder,Jordan Young,"Jul 31, 1999 (20)",Scotland / England,
20,Central Midfield,Liam Walsh,"Sep 15, 1997 (22)",England,£585k
6,Central Midfield,Liam Kelly,"Feb 10, 1990 (30)",Scotland / England,£293k
8,Central Midfield,Jamie Allen,"Jan 29, 1995 (25)",England,£270k
25,Central Midfield,Zain Westbrooke,"Oct 28, 1996 (23)",England,
10,Left Midfield,Wesley Jobello,"Jan 23, 1994 (26)",Martinique / France,£428k
18,Left Midfield,Ryan Giles,"Jan 26, 2000 (20)",England,
26,Left Midfield,Jordan Shipley,"Sep 26, 1997 (22)",Ireland / England,
17,Attacking Midfield,Callum O'Hare,"May 1, 1998 (21)",England / Ireland,
33,Left Winger,Gervane Kastaneer,"Jun 9, 1996 (23)",Curacao / Netherlands,£293k
7,Right Winger,Jodi Jones,"Oct 22, 1997 (22)",England / Malta,£113k
-,Second Striker,Reise Allassani,"Jan 3, 1996 (24)",England / Ghana,
11,Centre-Forward,Jordy Hiwula,"Sep 21, 1994 (25)",England,£225k
21,Centre-Forward,Amadou Bakayoko,"Jan 1, 1996 (24)",Sierra Leone / England,£135k
24,Centre-Forward,Matt Godden,"Jul 29, 1991 (28)",England,£45k
9,Centre-Forward,Maxime Biamou,"Nov 13, 1990 (29)",France / Cameroon,
1,Goalkeeper,Josh Vickers,"Dec 1, 1995 (24)",England,£45k
30,Goalkeeper,Charlie Andrew,"Jan 6, 2000 (20)",England,
6,Centre-Back,Cian Bolger,"Mar 12, 1992 (28)",Ireland,£180k
-,Centre-Back,Alan Sheehan,"Sep 14, 1986 (33)",Ireland,£135k
3,Centre-Back,Akeem Hinds,"Nov 26, 1998 (21)",England,£45k
4,Centre-Back,Timothy Eyoma,"Jan 29, 2000 (20)",England / Nigeria,
24,Left-Back,Max Melbourne,"Oct 24, 1998 (21)",England,£90k
23,Right-Back,Neal Eardley,"Nov 6, 1988 (31)",Wales,£270k
22,Right-Back,Aaron Lewis,"Jun 26, 1998 (21)",Wales,
2,Defensive Midfield,Liam Bridcutt,"May 8, 1989 (30)",Scotland / England,£720k
37,Defensive Midfield,Tayo Edun,"May 14, 1998 (21)",England,£405k
16,Defensive Midfield,Michael Bostwick,"May 17, 1988 (31)",England,£293k
20,Defensive Midfield,Conor Coventry,"Mar 25, 2000 (20)",Ireland,
8,Central Midfield,Lee Frecklington,"Sep 8, 1985 (34)",Ireland / England,£360k
12,Central Midfield,Ellis Chapman,"Jan 8, 2001 (19)",England,
19,Central Midfield,Joe Morrell,"Jan 3, 1997 (23)",Wales,
26,Right Midfield,Harry Anderson,"Jan 9, 1997 (23)",England,£68k
18,Left Midfield,Jorge Grant,"Sep 26, 1994 (25)",England,£135k
7,Left Midfield,Tom Pett,"Nov 30, 1991 (28)",England,£90k
10,Attacking Midfield,Jack Payne,"Oct 25, 1994 (25)",England,£270k
28,Attacking Midfield,Jake Hesketh,"Mar 27, 1996 (24)",England,£180k
17,Left Winger,Anthony Scully,"Apr 19, 1999 (21)",Ireland / England,
25,Right Winger,Zak Elbouzedi,"Apr 5, 1998 (22)",Ireland / Libya,£45k
11,Centre-Forward,Tom Hopper,"Dec 14, 1993 (26)",England,£180k
9,Centre-Forward,Tyreece John-Jules,"Feb 14, 2001 (19)",England / Dominica,
14,Centre-Forward,Jordan Adebayo-Smith,"Jan 11, 2001 (19)",United States / Nigeria,
-,Goalkeeper,Bradley Wade,"Jul 3, 2000 (19)",England,
12,Goalkeeper,Jay Lynch,"Mar 31, 1993 (27)",England,
25,Goalkeeper,Robert Sánchez,"Nov 18, 1997 (22)",Spain,
15,Centre-Back,Paul McShane,"Jan 6, 1986 (34)",Ireland,£360k
4,Centre-Back,Jim McNulty,"Feb 13, 1985 (35)",Scotland / England,£225k
6,Centre-Back,Eoghan O'Connell,"Aug 13, 1995 (24)",Ireland,£180k
3,Left-Back,Rhys Norrington-Davies,"Apr 22, 1999 (20)",Wales,
41,Right-Back,Luke Matheson,"Oct 2, 2002 (17)",England / Scotland,£810k
2,Right-Back,Ryan McLaughlin,"Sep 30, 1994 (25)",Northern Ireland,£180k
35,Midfielder,Lewis Bradley,"May 29, 2001 (18)",England,
38,Midfielder,Harrison Hopper,"Dec 24, 2000 (19)",England,
8,Defensive Midfield,Jordan Williams,"Nov 6, 1995 (24)",Wales,£90k
-,Central Midfield,Matthew Lund,"Nov 21, 1990 (29)",Northern Ireland / England,£270k
10,Central Midfield,Callum Camps,"Nov 30, 1995 (24)",Northern Ireland / England,£180k
20,Central Midfield,Jimmy Ryan,"Sep 6, 1988 (31)",Ireland / England,£180k
13,Central Midfield,Jimmy Keohane,"Jan 22, 1991 (29)",Ireland,£90k
14,Central Midfield,Oliver Rathbone,"Oct 10, 1996 (23)",England,£90k
28,Central Midfield,Aaron Morley,"Feb 27, 2000 (20)",England,
16,Left Midfield,Matt Done,"Jul 22, 1988 (31)",England / Wales,£315k
7,Left Midfield,Stephen Dooley,"Oct 19, 1991 (28)",Northern Ireland,
37,Forward,Fabio Tavares,"Jan 22, 2001 (19)",England,
22,Left Winger,Kwadwo Baah,"Jan 27, 2003 (17)",England,
40,Centre-Forward,Ian Henderson,"Jan 24, 1985 (35)",England / Scotland,£225k
9,Centre-Forward,Calvin Andrew,"Dec 19, 1986 (33)",England,£180k
18,Centre-Forward,Aaron Wilbraham,"Oct 21, 1979 (40)",England,£90k
11,Centre-Forward,Tyler Smith,"Dec 4, 1998 (21)",England,
36,Centre-Forward,Matty Gillam,"Oct 4, 1998 (21)",England,
1,Goalkeeper,Mark Oxley,"Jun 2, 1990 (29)",England,£225k
19,Centre-Back,Joe Shaughnessy,"Jul 6, 1992 (27)",Ireland / England,£360k
26,Centre-Back,Harry Lennon,"Dec 16, 1994 (25)",England,£180k
27,Centre-Back,Harry Kyprianou,"Mar 16, 1997 (23)",Cyprus / England,£68k
30,Centre-Back,Richard Taylor,"Oct 2, 2000 (19)",England,
3,Left-Back,Nathan Ralph,"Feb 14, 1993 (27)",England / Ghana,£90k
24,Right-Back,Jason Dimitriou,"Nov 18, 1987 (32)",Cyprus / England,£270k
48,Right-Back,John White,"Jul 26, 1986 (33)",England,£180k
-,Right-Back,Theo Vassell,"Jan 2, 1997 (23)",England,
2,Right-Back,Elvis Bwomono,"Nov 29, 1998 (21)",England / Uganda,
43,Midfielder,Eren Kinali,"Feb 24, 2000 (20)",England,
5,Defensive Midfield,Mark Milligan,"Aug 4, 1985 (34)",Australia,£608k
8,Defensive Midfield,Timothée Dieng,"Apr 9, 1992 (28)",France / Senegal,£180k
4,Central Midfield,Luke Hyam,"Oct 24, 1991 (28)",England,£270k
18,Central Midfield,Sam Mantom,"Feb 20, 1992 (28)",England,£225k
20,Central Midfield,Michael Klass,"Feb 9, 1999 (21)",England,
-,Right Midfield,Emmanuel Osadebe,"Oct 1, 1996 (23)",Ireland / England,£68k
11,Left Midfield,Stephen McLaughlin,"Jun 14, 1990 (29)",Ireland,£180k
25,Attacking Midfield,Sam Barratt,"Aug 25, 1995 (24)",England,
36,Attacking Midfield,Isaac Hutchinson,"Apr 10, 2000 (20)",England,
7,Centre-Forward,Stephen Humphrys,"Sep 15, 1997 (22)",England,£225k
14,Centre-Forward,Brandon Goodship,"Sep 22, 1994 (25)",England,
23,Centre-Forward,Charlie Kelman,"Nov 2, 2001 (18)",United States / England,
41,Centre-Forward,Matt Rush,"Mar 11, 2001 (19)",England,
1,Goalkeeper,Jack Bonham,"Sep 14, 1993 (26)",Ireland / England,£270k
21,Goalkeeper,Joe Walsh,"Apr 1, 2002 (18)",England,
5,Centre-Back,Max Ehmer,"Feb 3, 1992 (28)",Germany,£158k
14,Centre-Back,Alfie Jones,"Oct 7, 1997 (22)",England,£90k
27,Centre-Back,Jack Tucker,"Nov 12, 1999 (20)",England,
6,Left-Back,Connor Ogilvie,"Feb 14, 1996 (24)",England,£90k
12,Right-Back,Barry Fuller,"Aug 25, 1984 (35)",England,£180k
26,Midfielder,Henry Woods,"Sep 7, 1999 (20)",England,
24,Defensive Midfield,Thomas O'Connor,"Apr 21, 1999 (20)",Ireland,
4,Central Midfield,Stuart O'Keefe,"Mar 4, 1991 (29)",England,£360k
22,Central Midfield,Olly Lee,"Jul 11, 1991 (28)",England,£315k
8,Central Midfield,Matty Willock,"Aug 20, 1996 (23)",England / Montserrat,£225k
18,Central Midfield,Mark Byrne,"Nov 9, 1988 (31)",Ireland,£135k
11,Right Midfield,Regan Charles-Cook,"Feb 14, 1997 (23)",England / Jamaica,
17,Left Midfield,Ben Pringle,"Jul 25, 1989 (30)",England,£225k
-,Left Midfield,Jordan Roberts,"Jan 5, 1994 (26)",England,£135k
-,Left Winger,Jordan Graham,"Mar 5, 1995 (25)",England,£225k
15,Centre-Forward,John Akinde,"Jul 8, 1989 (30)",England / Nigeria,£315k
9,Centre-Forward,Mikael Mandron,"Oct 11, 1994 (25)",France / Scotland,£90k
7,Centre-Forward,Brandon Hanlan,"May 31, 1997 (22)",England,
1,Goalkeeper,Scott Davies,"Feb 27, 1987 (33)",England,£45k
25,Goalkeeper,Luke Pilling,"Jul 25, 1997 (22)",Wales / England,
30,Goalkeeper,Bayleigh Passant,"Nov 29, 2000 (19)",England,
24,Centre-Back,Peter Clarke,"Jan 3, 1982 (38)",England,£135k
4,Centre-Back,Sid Nelson,"Jan 1, 1996 (24)",England,£90k
5,Centre-Back,George Ray,"Oct 13, 1993 (26)",Wales / England,£90k
16,Centre-Back,Mark Ellis,"Sep 30, 1988 (31)",England,£90k
6,Centre-Back,Manny Monthe,"Jan 26, 1995 (25)",Cameroon / England,
3,Left-Back,Liam Ridehalgh,"Apr 20, 1991 (28)",England,£68k
2,Right-Back,Calum Woods,"Feb 5, 1987 (33)",England,£225k
14,Right-Back,Jake Caprice,"Nov 11, 1992 (27)",England,£45k
21,Right-Back,Evan Gumbs,"Jul 21, 1997 (22)",England,
12,Defensive Midfield,Luke McCullough,"Feb 15, 1994 (26)",Northern Ireland,£225k
17,Defensive Midfield,David Perkins,"Jun 21, 1982 (37)",England,£180k
8,Central Midfield,Darren Potter,"Dec 21, 1984 (35)",Ireland / England,£225k
35,Central Midfield,Neil Danns,"Nov 23, 1982 (37)",Guyana / England,£135k
28,Central Midfield,Ollie Banks,"Sep 21, 1992 (27)",England,£113k
36,Central Midfield,Alex Woodyard,"Nov 16, 1992 (27)",England,£23k
20,Central Midfield,Harvey Gilmour,"Dec 15, 1998 (21)",England,
26,Central Midfield,Carl Spellman,"Nov 6, 2000 (19)",England,
7,Right Winger,Kieron Morris,"Jun 3, 1994 (25)",England,£135k
23,Right Winger,Corey Blackett-Taylor,"Sep 23, 1997 (22)",England,
29,Right Winger,Danny Walker-Rice,"Nov 10, 2000 (19)",England,
15,Centre-Forward,Ishmael Miller,"Mar 5, 1987 (33)",England,£360k
19,Centre-Forward,James Vaughan,"Jul 14, 1988 (31)",England / Jamaica,£360k
45,Centre-Forward,Stefan Payne,"Aug 10, 1991 (28)",England,£180k
11,Centre-Forward,Connor Jennings,"Oct 29, 1991 (28)",England,£45k
33,Centre-Forward,Andy Cook,"Oct 18, 1990 (29)",England,£45k
10,Centre-Forward,Morgan Ferrier,"Nov 15, 1994 (25)",England,
-,Goalkeeper,Louis Jones,"Oct 12, 1998 (21)",England,
-,Defender,Rian McLean,"Oct 27, 1998 (21)",England / Jamaica,
15,Centre-Back,Alex Baptiste,"Jan 31, 1986 (34)",England,£360k
4,Centre-Back,Tom Anderson,"Sep 2, 1993 (26)",England,£225k
5,Centre-Back,Joe Wright,"Feb 26, 1995 (25)",Wales / England,£90k
20,Centre-Back,Shane Blaney,"Jan 20, 1999 (21)",Ireland,
32,Centre-Back,Cameron John,"Aug 24, 1999 (20)",England,
3,Left-Back,Reece James,"Nov 7, 1993 (26)",England,£540k
16,Left-Back,Danny Amos,"Dec 22, 1999 (20)",Northern Ireland / England,
28,Left-Back,Branden Horton,"Sep 9, 2000 (19)",England,
2,Right-Back,Brad Halliday,"Jul 10, 1995 (24)",England,
22,Midfielder,Max Watters,"Mar 23, 1999 (21)",England,
27,Midfielder,Anthony Greaves,"Nov 17, 2000 (19)",England,
6,Defensive Midfield,Ben Sheaf,"Feb 5, 1998 (22)",England,
8,Central Midfield,Ben Whiteman,"Jun 17, 1996 (23)",England,£135k
12,Central Midfield,Madger Gomes,"Feb 1, 1997 (23)",Spain / Guinea-Bissau,£135k
10,Right Midfield,Jon Taylor,"Jul 20, 1992 (27)",England,£360k
17,Right Midfield,Matty Blair,"Jun 21, 1989 (30)",England / Scotland,£90k
26,Right Midfield,James Coppinger,"Jan 18, 1981 (39)",England,£90k
14,Attacking Midfield,Jacob Ramsey,"May 28, 2001 (18)",England,
30,Forward,Myron Gibbons,"Nov 15, 2000 (19)",England,
-,Left Winger,Fejiri Okenabirhie,"Feb 25, 1996 (24)",Nigeria / England,
7,Left Winger,Kieran Sadlier,"Sep 14, 1994 (25)",Ireland / England,
18,Right Winger,Jason Lokilo,"Sep 17, 1998 (21)",Belgium / DR Congo,£180k
23,Right Winger,Alex Kiwomya,"May 20, 1996 (23)",England / Uganda,£90k
-,Centre-Forward,Devante Cole,"May 10, 1995 (24)",England / Jamaica,£270k
29,Centre-Forward,Rieves Boocock,"Sep 22, 2000 (19)",England,
31,Centre-Forward,Niall Ennis,"May 20, 1999 (20)",England / Jamaica,
34,Centre-Forward,Harrison Myring,"Jun 24, 2001 (18)",England,
1,Goalkeeper,Dimitar Evtimov,"Sep 7, 1993 (26)",Bulgaria,£135k
30,Goalkeeper,Josef Bursik,"Jul 12, 2000 (19)",England,
40,Goalkeeper,Toby Savin,"May 26, 2000 (19)",England,
22,Defender,Matty Williams,- (-),England,
39,Defender,Jack Bolton,- (-),England,
3,Centre-Back,Mark Hughes,"Dec 9, 1986 (33)",England,£180k
-,Centre-Back,Zehn Mohammed,"Feb 28, 2000 (20)",England,
5,Centre-Back,Ross Sykes,"Mar 26, 1999 (21)",England,
16,Centre-Back,Ben Barclay,"Oct 7, 1996 (23)",England,
21,Centre-Back,Harry Perritt,"Jun 12, 2000 (19)",England,
34,Centre-Back,Aji Alese,"Jan 17, 2001 (19)",England / Nigeria,
36,Centre-Back,Jerome Opoku,"Oct 14, 1998 (21)",England / Ghana,
14,Left-Back,Zaine Francis-Angol,"Jun 30, 1993 (26)",Antigua and Barbuda / England,£203k
12,Left-Back,Joe Maguire,"Jan 18, 1996 (24)",England,£90k
4,Right-Back,Phil Edwards,"Nov 8, 1985 (34)",England,£180k
2,Right-Back,Callum Johnson,"Oct 23, 1996 (23)",England,
18,Right-Back,Harvey Rodgers,"Oct 20, 1996 (23)",England,
24,Midfielder,Lewis Gilboy,- (-),England,
26,Midfielder,Lewis Doyle,"Aug 9, 2000 (19)",England,
28,Defensive Midfield,Seamus Conneely,"Jun 22, 1988 (31)",Ireland / England,£135k
-,Defensive Midfield,Sadou Diallo,"Jun 10, 1999 (20)",England / Guinea,
-,Central Midfield,Bobby Grant,"Jul 1, 1990 (29)",England,£225k
10,Central Midfield,Joe Pritchard,"Sep 10, 1996 (23)",England,£90k
6,Central Midfield,Lamine Sherif,"Jan 27, 1999 (21)",Guinea / England,
8,Central Midfield,Sam Finley,"Aug 4, 1992 (27)",England,
20,Central Midfield,Andrew Scott,"Jun 19, 2000 (19)",Northern Ireland,
11,Left Midfield,Sean McConville,"Mar 6, 1989 (31)",England,£135k
23,Forward,Wilson Carvalho,"Jul 4, 1993 (26)",Portugal,
25,Forward,Alex O'Neill,- (-),England,
17,Right Winger,Érico Sousa,"Mar 12, 1995 (25)",Portugal,£135k
7,Right Winger,Jordan Clark,"Sep 22, 1993 (26)",England,£90k
31,Centre-Forward,Courtney Baker-Richardson,"Dec 5, 1995 (24)",England,£270k
38,Centre-Forward,Benny Ashley-Seal,"Nov 21, 1998 (21)",England,£135k
35,Centre-Forward,Connor Simpson,"Jan 24, 2000 (20)",England,£90k
9,Centre-Forward,Offrande Zanzala,"Nov 8, 1996 (23)",Congo / England,
19,Centre-Forward,Colby Bishop,"Nov 4, 1996 (23)",England,
32,Centre-Forward,Dion Charles,"Oct 7, 1995 (24)",Northern Ireland / England,
21,Goalkeeper,Joe Day,"Aug 13, 1990 (29)",England,£225k
13,Goalkeeper,Nikola Tzanev,"Dec 23, 1996 (23)",New Zealand / England,£90k
1,Goalkeeper,Nathan Trott,"Nov 21, 1998 (21)",England / Bermuda,
26,Centre-Back,Mads Bech Sörensen,"Jan 7, 1999 (21)",Denmark,£293k
4,Centre-Back,Rod McDonald,"Apr 11, 1992 (28)",England,£68k
5,Centre-Back,Will Nightingale,"Aug 2, 1995 (24)",England,£68k
6,Centre-Back,Terell Thomas,"Oct 18, 1995 (24)",England / St. Lucia,£45k
-,Centre-Back,Archie Procter,"Nov 13, 2001 (18)",England,
30,Centre-Back,Paul Kalambayi,"Jul 9, 1999 (20)",England / DR Congo,
36,Centre-Back,Reuben Collins,"Dec 16, 2000 (19)",England,
18,Left-Back,Nesta Guinness-Walker,"Nov 30, 1999 (20)",England,
37,Left-Back,Paul Osew,"Nov 25, 2000 (19)",England / Ghana,
2,Right-Back,Luke O'Neill,"Aug 20, 1991 (28)",England,£180k
20,Midfielder,Ossama Ashley,"Dec 16, 2000 (19)",England,
33,Central Midfield,Callum Reilly,"Oct 3, 1993 (26)",Ireland / England,£225k
40,Central Midfield,Anthony Wordsworth,"Jan 3, 1989 (31)",England,£180k
8,Central Midfield,Anthony Hartigan,"Jan 27, 2000 (20)",England,£45k
-,Central Midfield,Jack Rudoni,"May 26, 2000 (19)",England,
23,Central Midfield,Max Sanders,"Jan 4, 1999 (21)",England,
7,Right Midfield,Scott Wagstaff,"Mar 31, 1990 (30)",England,£225k
19,Attacking Midfield,Shane McLoughlin,"Mar 1, 1997 (23)",Ireland,
10,Forward,Adam Roscrow,"Feb 17, 1995 (25)",Wales,
-,Left Winger,Julien Lamy,"Nov 6, 1999 (20)",France / Cameroon,
11,Left Winger,Mitch Pinnock,"Dec 12, 1994 (25)",England,
9,Centre-Forward,Kwesi Appiah,"Aug 12, 1990 (29)",Ghana / England,£225k
39,Centre-Forward,Joe Pigott,"Nov 24, 1993 (26)",England,£90k
22,Centre-Forward,Tommy Wood,"Nov 26, 1998 (21)",England,
23,Goalkeeper,Luke McCormick,"Aug 15, 1983 (36)",England,£180k
1,Goalkeeper,Steven Benda,"Oct 1, 1998 (21)",Germany,£90k
12,Goalkeeper,Will Henry,"Jul 6, 1998 (21)",England,£45k
39,Defender,Anthony Cheshire,"Jul 9, 2001 (18)",England,
6,Centre-Back,Mathieu Baudry,"Feb 24, 1988 (32)",France,£180k
44,Centre-Back,Rarmani Edmonds-Green,"Jan 14, 1999 (21)",England,£135k
26,Centre-Back,Dion Conroy,"Dec 11, 1995 (24)",England,£90k
5,Centre-Back,Tom Broadbent,"Feb 15, 1992 (28)",England,£45k
21,Centre-Back,Taylor Curran,"Jul 7, 2000 (19)",England,
3,Left-Back,Zeki Fryers,"Sep 9, 1992 (27)",England,£720k
14,Left-Back,Ellis Iandolo,"Aug 22, 1997 (22)",England,£68k
41,Right-Back,Paul Caddis,"Apr 19, 1988 (32)",Scotland,£360k
24,Right-Back,Rob Hunt,"Jul 7, 1995 (24)",England,£90k
2,Right-Back,Tyler Reid,"Sep 2, 1997 (22)",England,
18,Midfielder,Jacob Bancroft,"Apr 9, 2001 (19)",England,
19,Defensive Midfield,Jordan Lyden,"Jan 30, 1996 (24)",Australia / England,£360k
13,Defensive Midfield,Cameron McGilp,"Feb 8, 1998 (22)",Australia / Scotland,£45k
8,Central Midfield,Matt Palmer,"Feb 27, 1995 (25)",England,£225k
10,Central Midfield,Michael Doughty,"Nov 20, 1992 (27)",Wales / England,£225k
42,Central Midfield,Anthony Grant,"Jun 4, 1987 (32)",England,£180k
4,Central Midfield,Danny Rose,"Feb 21, 1988 (32)",England,£158k
22,Central Midfield,Ralph Graham,"Dec 1, 2000 (19)",England,
7,Left Winger,Lloyd Isgrove,"Jan 12, 1993 (27)",Wales / England,£225k
30,Left Winger,Keshi Anderson,"Apr 6, 1995 (25)",England / Nigeria,£90k
27,Right Winger,Diallang Jaiyesimi,"Mar 18, 1999 (21)",England / Nigeria,
11,Second Striker,Kaiyne Woolery,"Jan 11, 1995 (25)",England,£135k
28,Centre-Forward,Eoin Doyle,"Mar 12, 1988 (32)",Ireland,£473k
9,Centre-Forward,Jerry Yates,"Nov 10, 1996 (23)",England,£90k
45,Centre-Forward,Hallam Hope,"Mar 17, 1994 (26)",Barbados / England,£90k
46,Centre-Forward,Admiral Muskwe,"Aug 21, 1998 (21)",Zimbabwe / England,£90k
22,Goalkeeper,Lawrence Vigouroux,"Nov 19, 1993 (26)",Chile / England,£225k
12,Goalkeeper,Sam Sargeant,"Sep 23, 1997 (22)",England,
24,Goalkeeper,Arthur Janata,"May 22, 2000 (19)",England,
6,Centre-Back,Josh Coulson,"Jan 28, 1989 (31)",England,£90k
23,Centre-Back,Jamie Turley,"Apr 7, 1990 (30)",England,£68k
5,Centre-Back,Marvin Ekpiteta,"Aug 26, 1995 (24)",England / Nigeria,
15,Centre-Back,Dan Happe,"Sep 28, 1998 (21)",England,
3,Left-Back,Joe Widdowson,"Mar 29, 1989 (31)",England,£113k
29,Left-Back,Jayden Sweeney,"Dec 4, 2001 (18)",England,
2,Right-Back,Sam Ling,"Dec 17, 1996 (23)",England,
14,Right-Back,Myles Judd,"Feb 3, 1999 (21)",England,
28,Midfielder,Brendon Shabani,"Oct 22, 2001 (18)",England,
31,Defensive Midfield,Ousseynou Cissé,"Apr 6, 1991 (29)",Mali / France,£495k
21,Defensive Midfield,George Marsh,"Nov 5, 1998 (21)",England,
44,Central Midfield,Josh Wright,"Nov 6, 1989 (30)",England,£270k
8,Central Midfield,Craig Clay,"May 5, 1992 (27)",England,£225k
26,Central Midfield,Hector Kyprianou,"May 27, 2001 (18)",Cyprus / England,
11,Right Midfield,James Dayton,"Dec 12, 1988 (31)",England,£135k
16,Left Midfield,James Brophy,"Jul 25, 1994 (25)",England,£90k
7,Left Winger,Jobi McAnuff,"Nov 9, 1981 (38)",Jamaica / England,£225k
10,Right Winger,Jordan Maguire-Drew,"Sep 15, 1997 (22)",England,
-,Centre-Forward,Kazaiah Sterling,"Nov 9, 1998 (21)",England / Jamaica,£1.62m
39,Centre-Forward,Danny Johnson,"Feb 28, 1993 (27)",England,£270k
18,Centre-Forward,Matt Harrold,"Jul 25, 1984 (35)",England,£225k
19,Centre-Forward,Lee Angol,"Aug 4, 1994 (25)",England,£135k
9,Centre-Forward,Conor Wilkinson,"Jan 23, 1995 (25)",Ireland / England,£90k
17,Centre-Forward,Louis Dennis,"Oct 9, 1992 (27)",England,
20,Centre-Forward,Ruel Sotiriou,"Aug 24, 2000 (19)",Cyprus / England,
12,Goalkeeper,Kyle Letheren,"Dec 26, 1987 (32)",Wales,£135k
1,Goalkeeper,Chris Neal,"Oct 23, 1985 (34)",England,£90k
16,Centre-Back,Jack Baldwin,"Jun 30, 1993 (26)",England,£293k
15,Centre-Back,Cameron Burgess,"Oct 21, 1995 (24)",Australia / Scotland,£225k
5,Centre-Back,Ashley Eastham,"Mar 22, 1991 (29)",England,£180k
23,Centre-Back,Nathan Pond,"Jan 5, 1985 (35)",Montserrat / England,£135k
-,Centre-Back,Tyrell Warren,"Oct 5, 1998 (21)",England,
25,Centre-Back,Joey Jones,"Apr 15, 1994 (26)",Northern Ireland,
3,Left-Back,Ibou Touray,"Dec 24, 1994 (25)",The Gambia / England,
2,Right-Back,Scott Wiseman,"Oct 9, 1985 (34)",Gibraltar / England,£180k
4,Right-Back,Oscar Threlkeld,"Dec 15, 1994 (25)",England,£180k
47,Right-Back,George Tanner,"Nov 16, 1999 (20)",England,
43,Central Midfield,Darron Gibson,"Oct 25, 1987 (32)",Ireland / Northern Ireland,£540k
17,Central Midfield,Richie Towell,"Jul 17, 1991 (28)",Ireland,£180k
29,Central Midfield,Michael O'Connor,"Oct 6, 1987 (32)",Northern Ireland / Ireland,£180k
46,Central Midfield,Luke Burgess,"Mar 3, 1999 (21)",England,-
44,Left Winger,Craig Conway,"May 2, 1985 (34)",Scotland,£360k
