position_number,position_description,name,dob,nationality,value
27,Attacking Midfield,Favio Álvarez,"Jan 23, 1993 (27)",Argentina,£585k
12,Left Winger,Víctor Malcorra,"Jul 24, 1987 (32)",Argentina,£1.80m
15,Left Winger,Sebastián Saucedo,"Jan 22, 1997 (23)",United States / Mexico,£495k
8,Right Winger,Pablo Barrera,"Jun 21, 1987 (32)",Mexico,£1.08m
24,Right Winger,Alejandro Zamudio,"Feb 25, 1998 (22)",Mexico,£180k
32,Centre-Forward,Carlos González,"Feb 4, 1993 (27)",Paraguay,£2.88m
29,Centre-Forward,Juan Dinenno,"Aug 28, 1994 (25)",Argentina,£2.16m
21,Centre-Forward,Martín Barragán,"Jul 14, 1991 (28)",Mexico,£720k
1,Goalkeeper,Hugo González,"Aug 1, 1990 (29)",Mexico,£1.44m
25,Goalkeeper,Yosgart Gutiérrez,"Mar 15, 1981 (39)",Mexico,£180k
31,Centre-Back,Ventura Alvarado,"Aug 16, 1992 (27)",United States / Mexico,£2.16m
4,Centre-Back,Alexis Doldán,"Feb 27, 1997 (23)",Paraguay,£720k
24,Centre-Back,Rodrigo Noya,"Jan 31, 1990 (30)",Mexico / Argentina,£720k
18,Left-Back,Raúl Sandoval,"Jan 18, 2000 (20)",Mexico,£405k
16,Left-Back,Jairo González,"Feb 27, 1992 (28)",Mexico,£360k
12,Right-Back,Carlos Guzmán,"May 19, 1994 (25)",Mexico,£1.08m
22,Right-Back,Ricardo Chávez,"Nov 19, 1994 (25)",Mexico,£1.08m
26,Right-Back,Julio González,"Jun 28, 1992 (27)",Paraguay,£720k
13,Midfielder,Jorge Lumbreras,"Dec 21, 2002 (17)",Mexico,£180k
-,Midfielder,Abel Aguirre,"Oct 6, 1996 (23)",Mexico,£90k
23,Defensive Midfield,Claudio Baeza,"Dec 23, 1993 (26)",Chile,£2.16m
188,Defensive Midfield,Fernando Plascencia,"Jun 18, 1999 (20)",Mexico,£653k
8,Defensive Midfield,Fernando Arce,"Nov 27, 1996 (23)",United States / Mexico,£428k
6,Defensive Midfield,Luis Pérez,"Mar 15, 1989 (31)",Mexico,£293k
20,Central Midfield,Yerko Leiva,"Jun 14, 1998 (21)",Chile,£315k
29,Attacking Midfield,Diego Chávez,"May 11, 1995 (24)",Mexico,£720k
17,Left Winger,Juan Delgado,"Mar 5, 1993 (27)",Chile,£1.08m
11,Left Winger,Kevin Mercado,"Jan 28, 1995 (25)",Ecuador,£360k
35,Left Winger,José Cobián,"Sep 14, 1998 (21)",Mexico,£90k
7,Right Winger,Daniel Álvarez,"Jul 22, 1994 (25)",Mexico,£495k
9,Centre-Forward,Mauro Quiroga,"Dec 7, 1989 (30)",Argentina,£2.52m
10,Centre-Forward,Maximiliano Salas,"Dec 1, 1997 (22)",Argentina,£2.16m
27,Centre-Forward,Guillermo Madrigal,"Feb 10, 1993 (27)",Mexico,£495k
30,Centre-Forward,Ricardo Monreal,"Feb 10, 2001 (19)",Mexico,£270k
1,Goalkeeper,Felipe Rodríguez,"Apr 3, 1989 (31)",Mexico,£855k
13,Goalkeeper,Axel Werner,"Feb 28, 1996 (24)",Argentina,£360k
23,Goalkeeper,Roberto Salcedo,"Dec 19, 1991 (28)",Mexico,£270k
30,Centre-Back,Fernando León,"Apr 11, 1993 (27)",Ecuador,£1.44m
20,Centre-Back,Unai Bilbao,"Feb 4, 1994 (26)",Spain,£1.08m
28,Centre-Back,Dionicio Escalante,"May 12, 1990 (29)",Mexico,£495k
33,Centre-Back,Mario de Luna,"Jan 5, 1988 (32)",Mexico,£495k
5,Centre-Back,Mario Álvarez,"Feb 2, 1982 (38)",Spain,£293k
3,Centre-Back,Juan Portales,"May 16, 1996 (23)",Mexico,£270k
16,Left-Back,Luis Reyes,"Apr 3, 1991 (29)",Mexico,£1.44m
4,Right-Back,Matías Catalán,"Aug 19, 1992 (27)",Argentina / Chile,£1.44m
-,Midfielder,Raúl Miranda,"Aug 12, 1998 (21)",Mexico,£90k
6,Defensive Midfield,Felipe Gallegos,"Dec 3, 1991 (28)",Chile / Italy,£1.80m
8,Defensive Midfield,Fernando Madrigal,"Nov 12, 1991 (28)",Mexico,£428k
15,Central Midfield,Jorge Sánchez,"Feb 14, 1993 (27)",Mexico,£720k
2,Central Midfield,Juan Castro,"Dec 21, 1991 (28)",Mexico,£495k
18,Right Midfield,Camilo Mayada,"Jan 8, 1991 (29)",Uruguay / Argentina,£1.26m
27,Attacking Midfield,Óscar Macías,"Jul 9, 1998 (21)",Mexico,£653k
12,Attacking Midfield,Javier Cortés,"Jul 20, 1989 (30)",Mexico,£585k
29,Left Winger,Diego Hernández,"Aug 13, 1999 (20)",Mexico,£270k
11,Right Winger,Anderson Julio,"May 31, 1996 (23)",Ecuador,£1.80m
7,Right Winger,Germán Berterame,"Nov 13, 1998 (21)",Argentina,£653k
14,Right Winger,Carlos Gutiérrez,"Feb 5, 1999 (21)",Mexico,£270k
9,Centre-Forward,Nicolás Ibáñez,"Aug 23, 1994 (25)",Argentina,£2.52m
22,Centre-Forward,Ian González,"Feb 11, 1993 (27)",Spain,£585k
19,Centre-Forward,Diego Pineda,"Apr 8, 1995 (25)",Mexico,£270k
13,Goalkeeper,Sebastián Sosa,"Aug 19, 1986 (33)",Uruguay,£1.08m
35,Goalkeeper,Luis Malagón,"Mar 2, 1997 (23)",Mexico,£270k
33,Goalkeeper,Ricardo Gutiérrez,"Jun 17, 1997 (22)",Mexico,£180k
31,Defender,Jesús González,"Jan 1, 1998 (22)",Mexico,
6,Centre-Back,Sebastián Vegas,"Dec 4, 1996 (23)",Chile,£2.88m
16,Centre-Back,José Ortiz,"Nov 16, 1998 (21)",Colombia,£810k
24,Centre-Back,Gabriel Achilier,"Mar 24, 1985 (35)",Ecuador,£720k
5,Centre-Back,Carlos Vargas,"Feb 14, 1999 (21)",Mexico,£563k
18,Centre-Back,Gonzalo Jara,"Aug 29, 1985 (34)",Chile,£315k
22,Centre-Back,Andrés Catalán,"Aug 20, 2000 (19)",Mexico,£270k
2,Left-Back,Efraín Velarde,"Apr 18, 1986 (34)",Mexico,£720k
23,Right-Back,Joaquín Martínez,"Feb 22, 1987 (33)",Mexico,£720k
34,Right-Back,Mario Trejo,"Mar 9, 1999 (21)",Mexico,£405k
3,Right-Back,Paolo Medina,"May 28, 1999 (20)",Mexico / Spain,£270k
26,Defensive Midfield,Aldo Rocha,"Nov 6, 1992 (27)",Mexico,£1.80m
25,Defensive Midfield,Roberto Meraz,"Aug 4, 1999 (20)",Mexico,£653k
8,Central Midfield,Mario Osuna,"Aug 20, 1988 (31)",Mexico,£1.08m
20,Central Midfield,Rodrigo Millar,"Nov 3, 1981 (38)",Chile / Mexico,£495k
32,Central Midfield,Eduardo Del Ángel,"Apr 8, 2000 (20)",Mexico,£315k
19,Attacking Midfield,Lucas Villafañez,"Oct 4, 1991 (28)",Argentina / Paraguay,£1.08m
10,Attacking Midfield,Jorge Valdivia,"Oct 19, 1983 (36)",Chile / Venezuela,£473k
14,Left Winger,Martín Rodríguez,"Aug 5, 1994 (25)",Chile,£1.08m
15,Left Winger,Cándido Ramírez,"Jun 5, 1993 (26)",Mexico,£360k
21,Right Winger,Luis Mendoza,"Feb 3, 1990 (30)",Mexico,£1.26m
9,Centre-Forward,Fernando Aristeguieta,"Apr 9, 1992 (28)",Venezuela / Spain,£1.08m
27,Centre-Forward,Miguel Sansores,"Apr 28, 1991 (28)",Mexico,£720k
1,Centre-Forward,César Huerta,"Dec 3, 2000 (19)",Mexico,£315k
34,Goalkeeper,Nicolás Vikonis,"Apr 6, 1984 (36)",Uruguay / Lithuania,£495k
1,Goalkeeper,Jesús Rodríguez,"May 21, 1993 (26)",Mexico,£293k
12,Goalkeeper,Santiago Ramírez,"Feb 16, 1997 (23)",Mexico,£90k
33,Centre-Back,Néstor Vidrio,"Mar 22, 1989 (31)",Mexico,£720k
25,Centre-Back,Maximiliano Perg,"Sep 16, 1991 (28)",Uruguay,£585k
23,Centre-Back,Alonso Zamora,"Nov 7, 1991 (28)",Mexico,£428k
4,Centre-Back,Luis Haquín,"Nov 15, 1997 (22)",Bolivia,£293k
31,Centre-Back,Emanuel Gularte,"Sep 30, 1997 (22)",Uruguay,£270k
2,Left-Back,Brayan Angulo,"Nov 2, 1989 (30)",Colombia / Spain,£1.26m
5,Left-Back,Daniel Arreola,"Oct 8, 1985 (34)",Mexico,£360k
16,Left-Back,Gerardo Rodríguez,"Apr 16, 1985 (35)",Mexico,£360k
28,Right-Back,Jesús Paganoni,"Sep 24, 1988 (31)",Mexico / Italy,£720k
6,Defensive Midfield,Javier Salas,"Aug 20, 1993 (26)",Mexico,£1.26m
17,Defensive Midfield,Jesús Zavala,"Jul 21, 1987 (32)",Mexico,£720k
3,Central Midfield,Alejandro Chumacero,"Apr 22, 1991 (28)",Bolivia,£1.26m
8,Central Midfield,Osvaldo Martínez,"Apr 8, 1986 (34)",Paraguay / Mexico,£1.08m
7,Central Midfield,Pablo González,"Jul 7, 1992 (27)",Mexico,£855k
15,Central Midfield,Jorge Espericueta,"Aug 9, 1994 (25)",Mexico,£293k
18,Attacking Midfield,Christian Marrugo,"Jul 18, 1985 (34)",Colombia,£495k
22,Left Winger,Omar Fernández,"Feb 11, 1993 (27)",Colombia,£855k
30,Left Winger,Maximiliano Araújo,"Feb 15, 2000 (20)",Uruguay,£810k
10,Left Winger,Christian Tabó,"Nov 23, 1993 (26)",Uruguay,£720k
26,Left Winger,Salvador Reyes,"May 4, 1998 (21)",Mexico,£405k
27,Right Winger,Alan Acosta,"Dec 19, 1996 (23)",Mexico,£360k
-,Right Winger,Félix Micolta,"Nov 30, 1989 (30)",Colombia,£270k
21,Right Winger,Jorge Zárate,"Jan 20, 1992 (28)",Mexico,£270k
9,Centre-Forward,Ángel Zaldívar,"Feb 8, 1994 (26)",Mexico,£1.26m
11,Centre-Forward,Cristian Menéndez,"Apr 2, 1988 (32)",Argentina,£1.08m
19,Centre-Forward,Eduardo Herrera,"Jul 25, 1988 (31)",Mexico,£720k
20,Centre-Forward,Diego Abella,"Oct 22, 1998 (21)",Mexico,£315k
14,Centre-Forward,Santiago Ormeño,"Feb 4, 1994 (26)",Mexico / Peru,£180k
31,Goalkeeper,Iván Vázquez,"Dec 14, 1982 (37)",Mexico,£293k
1,Goalkeeper,Enrique Palos,"May 31, 1986 (33)",Mexico,£270k
12,Goalkeeper,Marco Canales,"Aug 8, 2001 (18)",Mexico / United States,£90k
25,Centre-Back,Gustavo Velázquez,"Apr 17, 1991 (29)",Paraguay,£855k
2,Centre-Back,Jonathan Lacerda,"Feb 7, 1987 (33)",Uruguay,£585k
4,Centre-Back,Elio Castro,"Jul 26, 1988 (31)",Mexico,£495k
19,Centre-Back,Bruno Romo,"May 20, 1989 (30)",Chile,£225k
3,Centre-Back,Luis López,"Aug 25, 1993 (26)",Mexico,£180k
33,Centre-Back,César Gandara,"Nov 2, 1998 (21)",Mexico,£90k
26,Left-Back,Alberto Acosta,"Feb 26, 1988 (32)",Mexico,£720k
7,Left-Back,Maximiliano Olivera,"Mar 5, 1992 (28)",Uruguay / Spain,£360k
5,Left-Back,Éder Borelli,"Nov 26, 1990 (29)",Mexico / Argentina,£293k
24,Left-Back,José Rodríguez,"Jul 22, 1998 (21)",Mexico,£180k
13,Right-Back,Israel Jiménez,"Aug 13, 1989 (30)",Mexico,£855k
21,Right-Back,Francisco Nevarez,"Dec 3, 2000 (19)",Mexico,£270k
16,Defensive Midfield,José Esquivel,"Jan 7, 1998 (22)",Mexico,£1.62m
15,Defensive Midfield,Jefferson Intriago,"Jun 4, 1996 (23)",Ecuador,£1.26m
20,Defensive Midfield,Manuel Viniegra,"Apr 26, 1988 (31)",Mexico,£180k
22,Central Midfield,Martín Rabuñal,"Apr 22, 1994 (25)",Uruguay,£720k
14,Attacking Midfield,William Mendieta,"Jan 9, 1989 (31)",Paraguay,£720k
6,Left Winger,Gael Sandoval,"Nov 5, 1995 (24)",Mexico,£1.08m
28,Left Winger,Omar Panuco,"Jul 27, 2001 (18)",Mexico,
11,Right Winger,Mauro Fernández,"Mar 31, 1989 (31)",Argentina / Spain,£585k
17,Right Winger,Flavio Santos,"Mar 1, 1987 (33)",Mexico,£495k
10,Right Winger,Edy Brambila,"Jan 15, 1986 (34)",Mexico,£293k
29,Right Winger,José Gurrola,"Apr 15, 1998 (22)",Mexico,£180k
8,Centre-Forward,Darío Lezcano,"Jun 30, 1990 (29)",Paraguay,£1.80m
27,Centre-Forward,Diego Rolán,"Mar 24, 1993 (27)",Uruguay,£1.80m
18,Centre-Forward,Ángelo Sagal,"Apr 18, 1993 (27)",Chile,£1.44m
-,Centre-Forward,Gabriel Hachen,"Oct 16, 1990 (29)",Argentina,£428k
23,Centre-Forward,Brian Rubio,"Nov 9, 1996 (23)",Mexico,£203k
9,Centre-Forward,Leandro Carrijó,"Sep 3, 1985 (34)",Brazil,£180k
